,MM/DD/YYYY,YEAR,MONTH,DAY,TMAX,TMIN
21941,1929-02-04,1929,2,4,11.0,-78.0
21942,1929-02-05,1929,2,5,17.0,-67.0
21943,1929-02-06,1929,2,6,22.0,-11.0
21944,1929-02-07,1929,2,7,89.0,22.0
21945,1929-02-08,1929,2,8,67.0,11.0
21946,1929-02-09,1929,2,9,89.0,33.0
21947,1929-02-10,1929,2,10,56.0,-33.0
21948,1929-02-11,1929,2,11,11.0,-56.0
21949,1929-02-12,1929,2,12,-22.0,-67.0
21950,1929-02-13,1929,2,13,-17.0,-78.0
21951,1929-02-14,1929,2,14,11.0,-44.0
21952,1929-02-15,1929,2,15,56.0,-11.0
21953,1929-02-16,1929,2,16,83.0,11.0
21954,1929-02-17,1929,2,17,106.0,0.0
21955,1929-02-18,1929,2,18,133.0,33.0
21956,1929-02-19,1929,2,19,67.0,-50.0
21957,1929-02-20,1929,2,20,-33.0,-89.0
21958,1929-02-21,1929,2,21,-17.0,-67.0
21959,1929-02-22,1929,2,22,44.0,-33.0
21960,1929-02-23,1929,2,23,-17.0,-94.0
21961,1929-02-24,1929,2,24,39.0,-72.0
21962,1929-02-25,1929,2,25,106.0,17.0
21963,1929-02-26,1929,2,26,44.0,17.0
21964,1929-02-27,1929,2,27,117.0,22.0
21965,1929-02-28,1929,2,28,61.0,6.0
21966,1929-03-01,1929,3,1,72.0,0.0
21967,1929-03-02,1929,3,2,67.0,11.0
21968,1929-03-03,1929,3,3,89.0,0.0
21969,1929-03-04,1929,3,4,100.0,22.0
21970,1929-03-05,1929,3,5,67.0,17.0
21971,1929-03-06,1929,3,6,89.0,6.0
21972,1929-03-07,1929,3,7,83.0,-39.0
21973,1929-03-08,1929,3,8,0.0,-72.0
21974,1929-03-09,1929,3,9,61.0,-94.0
21975,1929-03-10,1929,3,10,44.0,-111.0
21976,1929-03-11,1929,3,11,133.0,22.0
21977,1929-03-12,1929,3,12,194.0,39.0
21978,1929-03-13,1929,3,13,211.0,94.0
21979,1929-03-14,1929,3,14,128.0,56.0
21980,1929-03-15,1929,3,15,100.0,56.0
21981,1929-03-16,1929,3,16,178.0,28.0
21982,1929-03-17,1929,3,17,50.0,-11.0
21983,1929-03-18,1929,3,18,122.0,-11.0
21984,1929-03-19,1929,3,19,161.0,44.0
21985,1929-03-20,1929,3,20,161.0,56.0
21986,1929-03-21,1929,3,21,167.0,44.0
21987,1929-03-22,1929,3,22,250.0,111.0
21988,1929-03-23,1929,3,23,156.0,78.0
21989,1929-03-24,1929,3,24,178.0,50.0
21990,1929-03-25,1929,3,25,83.0,44.0
21991,1929-03-26,1929,3,26,156.0,67.0
21992,1929-03-27,1929,3,27,133.0,39.0
21993,1929-03-28,1929,3,28,150.0,56.0
21994,1929-03-29,1929,3,29,122.0,33.0
21995,1929-03-30,1929,3,30,89.0,56.0
21996,1929-03-31,1929,3,31,161.0,67.0
21997,1929-04-01,1929,4,1,228.0,61.0
21998,1929-04-02,1929,4,2,117.0,11.0
21999,1929-04-03,1929,4,3,178.0,56.0
22000,1929-04-04,1929,4,4,222.0,89.0
22001,1929-04-05,1929,4,5,167.0,106.0
22002,1929-04-06,1929,4,6,133.0,78.0
22003,1929-04-07,1929,4,7,317.0,78.0
22004,1929-04-08,1929,4,8,311.0,183.0
22005,1929-04-09,1929,4,9,217.0,117.0
22006,1929-04-10,1929,4,10,122.0,28.0
22007,1929-04-11,1929,4,11,106.0,22.0
22008,1929-04-12,1929,4,12,56.0,28.0
22009,1929-04-13,1929,4,13,61.0,22.0
22010,1929-04-14,1929,4,14,56.0,33.0
22011,1929-04-15,1929,4,15,67.0,22.0
22012,1929-04-16,1929,4,16,61.0,28.0
22013,1929-04-17,1929,4,17,78.0,22.0
22014,1929-04-18,1929,4,18,67.0,50.0
22015,1929-04-19,1929,4,19,144.0,50.0
22016,1929-04-20,1929,4,20,133.0,67.0
22017,1929-04-21,1929,4,21,94.0,50.0
22018,1929-04-22,1929,4,22,83.0,33.0
22019,1929-04-23,1929,4,23,156.0,61.0
22020,1929-04-24,1929,4,24,172.0,89.0
22021,1929-04-25,1929,4,25,167.0,106.0
22022,1929-04-26,1929,4,26,200.0,133.0
22023,1929-04-27,1929,4,27,194.0,89.0
22024,1929-04-28,1929,4,28,144.0,100.0
22025,1929-04-29,1929,4,29,144.0,72.0
22026,1929-04-30,1929,4,30,183.0,50.0
22027,1929-05-01,1929,5,1,172.0,111.0
22028,1929-05-02,1929,5,2,194.0,117.0
22029,1929-05-03,1929,5,3,167.0,83.0
22030,1929-05-04,1929,5,4,161.0,67.0
22031,1929-05-05,1929,5,5,211.0,111.0
22032,1929-05-06,1929,5,6,194.0,100.0
22033,1929-05-07,1929,5,7,189.0,94.0
22034,1929-05-08,1929,5,8,156.0,56.0
22035,1929-05-09,1929,5,9,139.0,89.0
22036,1929-05-10,1929,5,10,183.0,72.0
22037,1929-05-11,1929,5,11,189.0,94.0
22038,1929-05-12,1929,5,12,278.0,111.0
22039,1929-05-13,1929,5,13,228.0,128.0
22040,1929-05-14,1929,5,14,156.0,111.0
22041,1929-05-15,1929,5,15,289.0,150.0
22042,1929-05-16,1929,5,16,283.0,83.0
22043,1929-05-17,1929,5,17,183.0,67.0
22044,1929-05-18,1929,5,18,244.0,94.0
22045,1929-05-19,1929,5,19,272.0,100.0
22046,1929-05-20,1929,5,20,150.0,83.0
22047,1929-05-21,1929,5,21,100.0,72.0
22048,1929-05-22,1929,5,22,200.0,100.0
22049,1929-05-23,1929,5,23,183.0,78.0
22050,1929-05-24,1929,5,24,222.0,133.0
22051,1929-05-25,1929,5,25,233.0,122.0
22052,1929-05-26,1929,5,26,244.0,128.0
22053,1929-05-27,1929,5,27,250.0,150.0
22054,1929-05-28,1929,5,28,289.0,178.0
22055,1929-05-29,1929,5,29,300.0,206.0
22056,1929-05-30,1929,5,30,311.0,200.0
22057,1929-05-31,1929,5,31,339.0,228.0
22058,1929-06-01,1929,6,1,256.0,133.0
22059,1929-06-02,1929,6,2,194.0,89.0
22060,1929-06-03,1929,6,3,200.0,72.0
22061,1929-06-04,1929,6,4,228.0,94.0
22062,1929-06-05,1929,6,5,211.0,139.0
22063,1929-06-06,1929,6,6,228.0,128.0
22064,1929-06-07,1929,6,7,294.0,144.0
22065,1929-06-08,1929,6,8,189.0,117.0
22066,1929-06-09,1929,6,9,233.0,122.0
22067,1929-06-10,1929,6,10,228.0,139.0
22068,1929-06-11,1929,6,11,294.0,128.0
22069,1929-06-12,1929,6,12,267.0,172.0
22070,1929-06-13,1929,6,13,306.0,172.0
22071,1929-06-14,1929,6,14,328.0,183.0
22072,1929-06-15,1929,6,15,289.0,206.0
22073,1929-06-16,1929,6,16,311.0,200.0
22074,1929-06-17,1929,6,17,333.0,217.0
22075,1929-06-18,1929,6,18,350.0,217.0
22076,1929-06-19,1929,6,19,344.0,228.0
22077,1929-06-20,1929,6,20,322.0,183.0
22078,1929-06-21,1929,6,21,272.0,178.0
22079,1929-06-22,1929,6,22,272.0,206.0
22080,1929-06-23,1929,6,23,283.0,217.0
22081,1929-06-24,1929,6,24,294.0,228.0
22082,1929-06-25,1929,6,25,289.0,217.0
22083,1929-06-26,1929,6,26,278.0,194.0
22084,1929-06-27,1929,6,27,278.0,178.0
22085,1929-06-28,1929,6,28,244.0,189.0
22086,1929-06-29,1929,6,29,250.0,172.0
22087,1929-06-30,1929,6,30,250.0,150.0
22088,1929-07-01,1929,7,1,256.0,200.0
22089,1929-07-02,1929,7,2,261.0,156.0
22090,1929-07-03,1929,7,3,239.0,128.0
22091,1929-07-04,1929,7,4,283.0,161.0
22092,1929-07-05,1929,7,5,294.0,200.0
22093,1929-07-06,1929,7,6,294.0,194.0
22094,1929-07-07,1929,7,7,333.0,222.0
22095,1929-07-08,1929,7,8,339.0,250.0
22096,1929-07-09,1929,7,9,339.0,222.0
22097,1929-07-10,1929,7,10,322.0,228.0
22098,1929-07-11,1929,7,11,311.0,189.0
22099,1929-07-12,1929,7,12,294.0,206.0
22100,1929-07-13,1929,7,13,289.0,189.0
22101,1929-07-14,1929,7,14,317.0,206.0
22102,1929-07-15,1929,7,15,256.0,172.0
22103,1929-07-16,1929,7,16,278.0,156.0
22104,1929-07-17,1929,7,17,289.0,167.0
22105,1929-07-18,1929,7,18,278.0,183.0
22106,1929-07-19,1929,7,19,222.0,167.0
22107,1929-07-20,1929,7,20,250.0,144.0
22108,1929-07-21,1929,7,21,256.0,161.0
22109,1929-07-22,1929,7,22,239.0,161.0
22110,1929-07-23,1929,7,23,300.0,194.0
22111,1929-07-24,1929,7,24,339.0,217.0
22112,1929-07-25,1929,7,25,322.0,206.0
22113,1929-07-26,1929,7,26,311.0,178.0
22114,1929-07-27,1929,7,27,306.0,200.0
22115,1929-07-28,1929,7,28,350.0,222.0
22116,1929-07-29,1929,7,29,339.0,244.0
22117,1929-07-30,1929,7,30,350.0,228.0
22118,1929-07-31,1929,7,31,300.0,211.0
22119,1929-08-01,1929,8,1,317.0,211.0
22120,1929-08-02,1929,8,2,283.0,167.0
22121,1929-08-03,1929,8,3,256.0,178.0
22122,1929-08-04,1929,8,4,239.0,172.0
22123,1929-08-05,1929,8,5,261.0,139.0
22124,1929-08-06,1929,8,6,256.0,178.0
22125,1929-08-07,1929,8,7,278.0,172.0
22126,1929-08-08,1929,8,8,278.0,172.0
22127,1929-08-09,1929,8,9,289.0,183.0
22128,1929-08-10,1929,8,10,300.0,211.0
22129,1929-08-11,1929,8,11,289.0,222.0
22130,1929-08-12,1929,8,12,333.0,211.0
22131,1929-08-13,1929,8,13,289.0,211.0
22132,1929-08-14,1929,8,14,261.0,211.0
22133,1929-08-15,1929,8,15,300.0,183.0
22134,1929-08-16,1929,8,16,267.0,156.0
22135,1929-08-17,1929,8,17,278.0,172.0
22136,1929-08-18,1929,8,18,322.0,189.0
22137,1929-08-19,1929,8,19,250.0,167.0
22138,1929-08-20,1929,8,20,250.0,144.0
22139,1929-08-21,1929,8,21,261.0,150.0
22140,1929-08-22,1929,8,22,278.0,167.0
22141,1929-08-23,1929,8,23,261.0,200.0
22142,1929-08-24,1929,8,24,294.0,200.0
22143,1929-08-25,1929,8,25,306.0,189.0
22144,1929-08-26,1929,8,26,311.0,189.0
22145,1929-08-27,1929,8,27,306.0,183.0
22146,1929-08-28,1929,8,28,267.0,156.0
22147,1929-08-29,1929,8,29,239.0,161.0
22148,1929-08-30,1929,8,30,211.0,156.0
22149,1929-08-31,1929,8,31,278.0,144.0
22150,1929-09-01,1929,9,1,350.0,194.0
22151,1929-09-02,1929,9,2,356.0,217.0
22152,1929-09-03,1929,9,3,372.0,228.0
22153,1929-09-04,1929,9,4,361.0,233.0
22154,1929-09-05,1929,9,5,261.0,194.0
22155,1929-09-06,1929,9,6,272.0,183.0
22156,1929-09-07,1929,9,7,294.0,211.0
22157,1929-09-08,1929,9,8,283.0,211.0
22158,1929-09-09,1929,9,9,278.0,217.0
22159,1929-09-10,1929,9,10,317.0,222.0
22160,1929-09-11,1929,9,11,228.0,161.0
22161,1929-09-12,1929,9,12,239.0,144.0
22162,1929-09-13,1929,9,13,233.0,167.0
22163,1929-09-14,1929,9,14,261.0,178.0
22164,1929-09-15,1929,9,15,250.0,156.0
22165,1929-09-16,1929,9,16,250.0,161.0
22166,1929-09-17,1929,9,17,228.0,194.0
22167,1929-09-18,1929,9,18,200.0,94.0
22168,1929-09-19,1929,9,19,167.0,67.0
22169,1929-09-20,1929,9,20,183.0,78.0
22170,1929-09-21,1929,9,21,172.0,78.0
22171,1929-09-22,1929,9,22,183.0,89.0
22172,1929-09-23,1929,9,23,211.0,117.0
22173,1929-09-24,1929,9,24,256.0,117.0
22174,1929-09-25,1929,9,25,283.0,139.0
22175,1929-09-26,1929,9,26,272.0,156.0
22176,1929-09-27,1929,9,27,250.0,167.0
22177,1929-09-28,1929,9,28,211.0,156.0
22178,1929-09-29,1929,9,29,239.0,161.0
22179,1929-09-30,1929,9,30,206.0,122.0
22180,1929-10-01,1929,10,1,144.0,106.0
22181,1929-10-02,1929,10,2,217.0,106.0
22182,1929-10-03,1929,10,3,172.0,100.0
22183,1929-10-04,1929,10,4,156.0,78.0
22184,1929-10-05,1929,10,5,161.0,67.0
22185,1929-10-06,1929,10,6,211.0,83.0
22186,1929-10-07,1929,10,7,233.0,139.0
22187,1929-10-08,1929,10,8,150.0,72.0
22188,1929-10-09,1929,10,9,139.0,44.0
22189,1929-10-10,1929,10,10,133.0,56.0
22190,1929-10-11,1929,10,11,167.0,56.0
22191,1929-10-12,1929,10,12,178.0,89.0
22192,1929-10-13,1929,10,13,228.0,139.0
22193,1929-10-14,1929,10,14,183.0,111.0
22194,1929-10-15,1929,10,15,156.0,100.0
22195,1929-10-16,1929,10,16,189.0,100.0
22196,1929-10-17,1929,10,17,128.0,28.0
22197,1929-10-18,1929,10,18,111.0,17.0
22198,1929-10-19,1929,10,19,200.0,56.0
22199,1929-10-20,1929,10,20,222.0,106.0
22200,1929-10-21,1929,10,21,222.0,111.0
22201,1929-10-22,1929,10,22,206.0,161.0
22202,1929-10-23,1929,10,23,189.0,133.0
22203,1929-10-24,1929,10,24,156.0,72.0
22204,1929-10-25,1929,10,25,128.0,56.0
22205,1929-10-26,1929,10,26,161.0,72.0
22206,1929-10-27,1929,10,27,233.0,100.0
22207,1929-10-28,1929,10,28,128.0,50.0
22208,1929-10-29,1929,10,29,94.0,28.0
22209,1929-10-30,1929,10,30,94.0,56.0
22210,1929-10-31,1929,10,31,122.0,94.0
22211,1929-11-01,1929,11,1,228.0,122.0
22212,1929-11-02,1929,11,2,244.0,178.0
22213,1929-11-03,1929,11,3,183.0,100.0
22214,1929-11-04,1929,11,4,122.0,78.0
22215,1929-11-05,1929,11,5,117.0,56.0
22216,1929-11-06,1929,11,6,133.0,56.0
22217,1929-11-07,1929,11,7,144.0,61.0
22218,1929-11-08,1929,11,8,94.0,78.0
22219,1929-11-09,1929,11,9,83.0,56.0
22220,1929-11-10,1929,11,10,133.0,39.0
22221,1929-11-11,1929,11,11,128.0,78.0
22222,1929-11-12,1929,11,12,167.0,83.0
22223,1929-11-13,1929,11,13,150.0,89.0
22224,1929-11-14,1929,11,14,161.0,128.0
22225,1929-11-15,1929,11,15,189.0,94.0
22226,1929-11-16,1929,11,16,117.0,44.0
22227,1929-11-17,1929,11,17,94.0,72.0
22228,1929-11-18,1929,11,18,139.0,72.0
22229,1929-11-19,1929,11,19,122.0,61.0
22230,1929-11-20,1929,11,20,89.0,39.0
22231,1929-11-21,1929,11,21,61.0,11.0
22232,1929-11-22,1929,11,22,28.0,-11.0
22233,1929-11-23,1929,11,23,17.0,-28.0
22234,1929-11-24,1929,11,24,44.0,11.0
22235,1929-11-25,1929,11,25,50.0,11.0
22236,1929-11-26,1929,11,26,111.0,28.0
22237,1929-11-27,1929,11,27,117.0,39.0
22238,1929-11-28,1929,11,28,72.0,-11.0
22239,1929-11-29,1929,11,29,-11.0,-78.0
22240,1929-11-30,1929,11,30,-50.0,-111.0
22241,1929-12-01,1929,12,1,-6.0,-83.0
22242,1929-12-02,1929,12,2,17.0,-33.0
22243,1929-12-03,1929,12,3,17.0,-39.0
22244,1929-12-04,1929,12,4,-22.0,-67.0
22245,1929-12-05,1929,12,5,44.0,-44.0
22246,1929-12-06,1929,12,6,111.0,22.0
22247,1929-12-07,1929,12,7,111.0,28.0
22248,1929-12-08,1929,12,8,106.0,39.0
22249,1929-12-09,1929,12,9,67.0,22.0
22250,1929-12-10,1929,12,10,28.0,11.0
22251,1929-12-11,1929,12,11,11.0,-89.0
22252,1929-12-12,1929,12,12,0.0,-106.0
22253,1929-12-13,1929,12,13,44.0,0.0
22254,1929-12-14,1929,12,14,133.0,28.0
22255,1929-12-15,1929,12,15,133.0,44.0
22256,1929-12-16,1929,12,16,50.0,-11.0
22257,1929-12-17,1929,12,17,72.0,-6.0
22258,1929-12-18,1929,12,18,128.0,56.0
22259,1929-12-19,1929,12,19,133.0,50.0
22260,1929-12-20,1929,12,20,100.0,-33.0
22261,1929-12-21,1929,12,21,-6.0,-50.0
22262,1929-12-22,1929,12,22,11.0,-50.0
22263,1929-12-23,1929,12,23,0.0,-44.0
22264,1929-12-24,1929,12,24,0.0,-39.0
22265,1929-12-25,1929,12,25,6.0,-33.0
22266,1929-12-26,1929,12,26,33.0,-33.0
22267,1929-12-27,1929,12,27,56.0,22.0
22268,1929-12-28,1929,12,28,78.0,39.0
22269,1929-12-29,1929,12,29,44.0,17.0
22270,1929-12-30,1929,12,30,56.0,-11.0
22271,1929-12-31,1929,12,31,100.0,33.0
22272,1930-01-01,1930,1,1,100.0,22.0
22273,1930-01-02,1930,1,2,144.0,89.0
22274,1930-01-03,1930,1,3,128.0,28.0
22275,1930-01-04,1930,1,4,28.0,-50.0
22276,1930-01-05,1930,1,5,11.0,-72.0
22277,1930-01-06,1930,1,6,100.0,6.0
22278,1930-01-07,1930,1,7,156.0,67.0
22279,1930-01-08,1930,1,8,178.0,111.0
22280,1930-01-09,1930,1,9,167.0,56.0
22281,1930-01-10,1930,1,10,83.0,-67.0
22282,1930-01-11,1930,1,11,0.0,-78.0
22283,1930-01-12,1930,1,12,56.0,0.0
22284,1930-01-13,1930,1,13,72.0,39.0
22285,1930-01-14,1930,1,14,67.0,39.0
22286,1930-01-15,1930,1,15,100.0,44.0
22287,1930-01-16,1930,1,16,61.0,-61.0
22288,1930-01-17,1930,1,17,-33.0,-89.0
22289,1930-01-18,1930,1,18,11.0,-78.0
22290,1930-01-19,1930,1,19,-56.0,-122.0
22291,1930-01-20,1930,1,20,-22.0,-89.0
22292,1930-01-21,1930,1,21,0.0,-22.0
22293,1930-01-22,1930,1,22,-6.0,-33.0
22294,1930-01-23,1930,1,23,-22.0,-78.0
22295,1930-01-24,1930,1,24,-17.0,-100.0
22296,1930-01-25,1930,1,25,0.0,-44.0
22297,1930-01-26,1930,1,26,-44.0,-117.0
22298,1930-01-27,1930,1,27,11.0,-67.0
22299,1930-01-28,1930,1,28,50.0,6.0
22300,1930-01-29,1930,1,29,17.0,-56.0
22301,1930-01-30,1930,1,30,-33.0,-61.0
22302,1930-01-31,1930,1,31,-6.0,-78.0
22303,1930-02-01,1930,2,1,17.0,-44.0
22304,1930-02-02,1930,2,2,78.0,6.0
22305,1930-02-03,1930,2,3,94.0,6.0
22306,1930-02-04,1930,2,4,39.0,-17.0
22307,1930-02-05,1930,2,5,39.0,-28.0
22308,1930-02-06,1930,2,6,-28.0,-117.0
22309,1930-02-07,1930,2,7,0.0,-78.0
22310,1930-02-08,1930,2,8,28.0,-33.0
22311,1930-02-09,1930,2,9,50.0,-33.0
22312,1930-02-10,1930,2,10,50.0,-39.0
22313,1930-02-11,1930,2,11,11.0,-61.0
22314,1930-02-12,1930,2,12,44.0,-44.0
22315,1930-02-13,1930,2,13,94.0,11.0
22316,1930-02-14,1930,2,14,39.0,-22.0
22317,1930-02-15,1930,2,15,11.0,-67.0
22318,1930-02-16,1930,2,16,-67.0,-139.0
22319,1930-02-17,1930,2,17,-33.0,-139.0
22320,1930-02-18,1930,2,18,56.0,-33.0
22321,1930-02-19,1930,2,19,139.0,22.0
22322,1930-02-20,1930,2,20,206.0,83.0
22323,1930-02-21,1930,2,21,200.0,100.0
22324,1930-02-22,1930,2,22,122.0,56.0
22325,1930-02-23,1930,2,23,128.0,39.0
22326,1930-02-24,1930,2,24,183.0,100.0
22327,1930-02-25,1930,2,25,239.0,106.0
22328,1930-02-26,1930,2,26,139.0,-17.0
22329,1930-02-27,1930,2,27,39.0,-39.0
22330,1930-02-28,1930,2,28,89.0,-28.0
22331,1930-03-01,1930,3,1,72.0,11.0
22332,1930-03-02,1930,3,2,56.0,-28.0
22333,1930-03-03,1930,3,3,-17.0,-78.0
22334,1930-03-04,1930,3,4,6.0,-56.0
22335,1930-03-05,1930,3,5,78.0,-28.0
22336,1930-03-06,1930,3,6,122.0,22.0
22337,1930-03-07,1930,3,7,61.0,28.0
22338,1930-03-08,1930,3,8,78.0,33.0
22339,1930-03-09,1930,3,9,111.0,33.0
22340,1930-03-10,1930,3,10,144.0,28.0
22341,1930-03-11,1930,3,11,100.0,33.0
22342,1930-03-12,1930,3,12,78.0,22.0
22343,1930-03-13,1930,3,13,172.0,17.0
22344,1930-03-14,1930,3,14,61.0,-11.0
22345,1930-03-15,1930,3,15,83.0,-33.0
22346,1930-03-16,1930,3,16,78.0,11.0
22347,1930-03-17,1930,3,17,106.0,28.0
22348,1930-03-18,1930,3,18,111.0,39.0
22349,1930-03-19,1930,3,19,122.0,6.0
22350,1930-03-20,1930,3,20,117.0,6.0
22351,1930-03-21,1930,3,21,78.0,-39.0
22352,1930-03-22,1930,3,22,22.0,-67.0
22353,1930-03-23,1930,3,23,89.0,-33.0
22354,1930-03-24,1930,3,24,106.0,17.0
22355,1930-03-25,1930,3,25,144.0,72.0
22356,1930-03-26,1930,3,26,111.0,11.0
22357,1930-03-27,1930,3,27,39.0,0.0
22358,1930-03-28,1930,3,28,78.0,11.0
22359,1930-03-29,1930,3,29,94.0,28.0
22360,1930-03-30,1930,3,30,111.0,39.0
22361,1930-03-31,1930,3,31,94.0,11.0
22362,1930-04-01,1930,4,1,139.0,39.0
22363,1930-04-02,1930,4,2,122.0,33.0
22364,1930-04-03,1930,4,3,94.0,17.0
22365,1930-04-04,1930,4,4,117.0,33.0
22366,1930-04-05,1930,4,5,144.0,39.0
22367,1930-04-06,1930,4,6,139.0,67.0
22368,1930-04-07,1930,4,7,150.0,50.0
22369,1930-04-08,1930,4,8,67.0,11.0
22370,1930-04-09,1930,4,9,100.0,6.0
22371,1930-04-10,1930,4,10,150.0,22.0
22372,1930-04-11,1930,4,11,150.0,78.0
22373,1930-04-12,1930,4,12,106.0,67.0
22374,1930-04-13,1930,4,13,144.0,94.0
22375,1930-04-14,1930,4,14,244.0,106.0
22376,1930-04-15,1930,4,15,139.0,72.0
22377,1930-04-16,1930,4,16,89.0,56.0
22378,1930-04-17,1930,4,17,67.0,28.0
22379,1930-04-18,1930,4,18,100.0,44.0
22380,1930-04-19,1930,4,19,172.0,78.0
22381,1930-04-20,1930,4,20,172.0,50.0
22382,1930-04-21,1930,4,21,100.0,67.0
22383,1930-04-22,1930,4,22,161.0,33.0
22384,1930-04-23,1930,4,23,56.0,0.0
22385,1930-04-24,1930,4,24,67.0,-6.0
22386,1930-04-25,1930,4,25,117.0,33.0
22387,1930-04-26,1930,4,26,150.0,56.0
22388,1930-04-27,1930,4,27,217.0,83.0
22389,1930-04-28,1930,4,28,167.0,72.0
22390,1930-04-29,1930,4,29,161.0,56.0
22391,1930-04-30,1930,4,30,194.0,83.0
22392,1930-05-01,1930,5,1,272.0,117.0
22393,1930-05-02,1930,5,2,300.0,172.0
22394,1930-05-03,1930,5,3,217.0,139.0
22395,1930-05-04,1930,5,4,250.0,117.0
22396,1930-05-05,1930,5,5,317.0,161.0
22397,1930-05-06,1930,5,6,328.0,217.0
22398,1930-05-07,1930,5,7,328.0,211.0
22399,1930-05-08,1930,5,8,294.0,206.0
22400,1930-05-09,1930,5,9,300.0,156.0
22401,1930-05-10,1930,5,10,272.0,128.0
22402,1930-05-11,1930,5,11,194.0,106.0
22403,1930-05-12,1930,5,12,200.0,117.0
22404,1930-05-13,1930,5,13,306.0,133.0
22405,1930-05-14,1930,5,14,211.0,100.0
22406,1930-05-15,1930,5,15,150.0,100.0
22407,1930-05-16,1930,5,16,217.0,122.0
22408,1930-05-17,1930,5,17,261.0,156.0
22409,1930-05-18,1930,5,18,167.0,100.0
22410,1930-05-19,1930,5,19,122.0,89.0
22411,1930-05-20,1930,5,20,183.0,106.0
22412,1930-05-21,1930,5,21,250.0,100.0
22413,1930-05-22,1930,5,22,256.0,139.0
22414,1930-05-23,1930,5,23,328.0,144.0
22415,1930-05-24,1930,5,24,183.0,133.0
22416,1930-05-25,1930,5,25,178.0,100.0
22417,1930-05-26,1930,5,26,161.0,72.0
22418,1930-05-27,1930,5,27,183.0,72.0
22419,1930-05-28,1930,5,28,161.0,83.0
22420,1930-05-29,1930,5,29,178.0,83.0
22421,1930-05-30,1930,5,30,178.0,100.0
22422,1930-05-31,1930,5,31,172.0,78.0
22423,1930-06-01,1930,6,1,250.0,100.0
22424,1930-06-02,1930,6,2,244.0,167.0
22425,1930-06-03,1930,6,3,333.0,167.0
22426,1930-06-04,1930,6,4,344.0,200.0
22427,1930-06-05,1930,6,5,328.0,217.0
22428,1930-06-06,1930,6,6,306.0,211.0
22429,1930-06-07,1930,6,7,261.0,200.0
22430,1930-06-08,1930,6,8,239.0,183.0
22431,1930-06-09,1930,6,9,200.0,172.0
22432,1930-06-10,1930,6,10,200.0,150.0
22433,1930-06-11,1930,6,11,239.0,144.0
22434,1930-06-12,1930,6,12,239.0,150.0
22435,1930-06-13,1930,6,13,261.0,167.0
22436,1930-06-14,1930,6,14,272.0,172.0
22437,1930-06-15,1930,6,15,300.0,189.0
22438,1930-06-16,1930,6,16,300.0,200.0
22439,1930-06-17,1930,6,17,256.0,194.0
22440,1930-06-18,1930,6,18,272.0,194.0
22441,1930-06-19,1930,6,19,294.0,194.0
22442,1930-06-20,1930,6,20,294.0,200.0
22443,1930-06-21,1930,6,21,294.0,183.0
22444,1930-06-22,1930,6,22,283.0,183.0
22445,1930-06-23,1930,6,23,300.0,172.0
22446,1930-06-24,1930,6,24,272.0,211.0
22447,1930-06-25,1930,6,25,328.0,233.0
22448,1930-06-26,1930,6,26,328.0,206.0
22449,1930-06-27,1930,6,27,278.0,194.0
22450,1930-06-28,1930,6,28,261.0,161.0
22451,1930-06-29,1930,6,29,267.0,167.0
22452,1930-06-30,1930,6,30,294.0,217.0
22453,1930-07-01,1930,7,1,289.0,194.0
22454,1930-07-02,1930,7,2,300.0,189.0
22455,1930-07-03,1930,7,3,256.0,150.0
22456,1930-07-04,1930,7,4,272.0,167.0
22457,1930-07-05,1930,7,5,278.0,172.0
22458,1930-07-06,1930,7,6,272.0,206.0
22459,1930-07-07,1930,7,7,311.0,206.0
22460,1930-07-08,1930,7,8,278.0,194.0
22461,1930-07-09,1930,7,9,311.0,200.0
22462,1930-07-10,1930,7,10,272.0,172.0
22463,1930-07-11,1930,7,11,278.0,183.0
22464,1930-07-12,1930,7,12,272.0,178.0
22465,1930-07-13,1930,7,13,278.0,183.0
22466,1930-07-14,1930,7,14,256.0,167.0
22467,1930-07-15,1930,7,15,267.0,139.0
22468,1930-07-16,1930,7,16,267.0,156.0
22469,1930-07-17,1930,7,17,311.0,189.0
22470,1930-07-18,1930,7,18,300.0,206.0
22471,1930-07-19,1930,7,19,367.0,244.0
22472,1930-07-20,1930,7,20,344.0,272.0
22473,1930-07-21,1930,7,21,389.0,250.0
22474,1930-07-22,1930,7,22,300.0,217.0
22475,1930-07-23,1930,7,23,300.0,200.0
22476,1930-07-24,1930,7,24,289.0,206.0
22477,1930-07-25,1930,7,25,339.0,206.0
22478,1930-07-26,1930,7,26,317.0,228.0
22479,1930-07-27,1930,7,27,333.0,250.0
22480,1930-07-28,1930,7,28,256.0,200.0
22481,1930-07-29,1930,7,29,294.0,211.0
22482,1930-07-30,1930,7,30,289.0,194.0
22483,1930-07-31,1930,7,31,272.0,200.0
22484,1930-08-01,1930,8,1,283.0,178.0
22485,1930-08-02,1930,8,2,306.0,211.0
22486,1930-08-03,1930,8,3,344.0,228.0
22487,1930-08-04,1930,8,4,339.0,228.0
22488,1930-08-05,1930,8,5,356.0,261.0
22489,1930-08-06,1930,8,6,344.0,244.0
22490,1930-08-07,1930,8,7,300.0,228.0
22491,1930-08-08,1930,8,8,306.0,222.0
22492,1930-08-09,1930,8,9,311.0,217.0
22493,1930-08-10,1930,8,10,300.0,200.0
22494,1930-08-11,1930,8,11,250.0,161.0
